CDSCode,StatusType,District,School,Street,StreetAbr,City,Zip,State,County,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Latitude,Longitude
48705406051148,Active,Fairfield-Suisun Unified,E. Ruth Sheldon Academy of Innovative Learning,1901 Woolner Avenue,1901 Woolner Ave.,Fairfield,94533-5809,CA,Solano,1901 Woolner Avenue,1901 Woolner Ave.,Fairfield,94533-5809,CA,38.245150,-122.06270
48705406051155,Closed,Fairfield-Suisun Unified,Fairfield Elem.,1100 Clay Street,1100 Clay St.,Fairfield,94533,CA,Solano,1100 Clay Street,1100 Clay St.,Fairfield,94533,CA,,
48705406051163,Active,Fairfield-Suisun Unified,Fairview Elementary,830 First Street,830 First St.,Fairfield,94533-4724,CA,Solano,830 First Street,830 First St.,Fairfield,94533-4724,CA,38.250781,-122.05237
48705406051171,Merged,Fairfield-Suisun Unified,Falls Elementary,1634 Rockville Road,1634 Rockville Rd.,Suisun,94585-1372,CA,Solano,1634 Rockville Road,1634 Rockville Rd.,Suisun,94585-1372,CA,,
48705406051189,Active,Fairfield-Suisun Unified,Green Valley Middle,1350 Gold Hill Road,1350 Gold Hill Rd.,Fairfield,94534-6422,CA,Solano,1350 Gold Hill Road,1350 Gold Hill Rd.,Fairfield,94534-6422,CA,38.174770,-122.13766
48705406051197,Active,Fairfield-Suisun Unified,K. I. Jones Elementary,2001 Winston Drive,2001 Winston Dr.,Fairfield,94534-3018,CA,Solano,2001 Winston Drive,2001 Winston Dr.,Fairfield,94534-3018,CA,38.267852,-122.05956
48705406051205,Closed,Fairfield-Suisun Unified,Mark G. Woods Elem.,421 Madison Street,421 Madison St.,Fairfield,94533,CA,Solano,421 Madison Street,421 Madison St.,Fairfield,94533,CA,,
48705406051213,Closed,Fairfield-Suisun Unified,Mary L. Bird Primary,420 E. Tabor Avenue,420 E. Tabor Ave.,Fairfield,94533,CA,Solano,420 E. Tabor Avenue,420 E. Tabor Ave.,Fairfield,94533,CA,,
48705406051221,Active,Fairfield-Suisun Unified,Suisun Valley Elementary,4985 Lambert Road,4985 Lambert Rd.,Fairfield,94534-9740,CA,Solano,4985 Lambert Road,4985 Lambert Rd.,Fairfield,94534-9740,CA,38.289726,-122.11611
48705406051239,Active,Fairfield-Suisun Unified,Tolenas Elementary,4500 Tolenas Road,4500 Tolenas Rd.,Fairfield,94533-6615,CA,Solano,4500 Tolenas Road,4500 Tolenas Rd.,Fairfield,94533-6615,CA,38.261117,-121.99819
48705406051247,Closed,Fairfield-Suisun Unified,Waterman Elem.,1100 Waterman Street,1100 Waterman St.,Fairfield,94533,CA,Solano,1100 Waterman Street,1100 Waterman St.,Fairfield,94533,CA,,
48705406067144,Closed,Fairfield-Suisun Unified,H. Glenn Richardson Elementary,1069 Meadowlark Drive,1069 Meadowlark Dr.,Fairfield,94533-2460,CA,Solano,1069 Meadowlark Drive,1069 Meadowlark Dr.,Fairfield,94533-2460,CA,,
48705406093397,Active,Fairfield-Suisun Unified,Grange Middle,1975 Blossom Avenue,1975 Blossom Ave.,Fairfield,94533-8010,CA,Solano,1975 Blossom Avenue,1975 Blossom Ave.,Fairfield,94533-8010,CA,38.263698,-122.01490
48705406100754,Active,Fairfield-Suisun Unified,Suisun Elementary,725 Golden Eye Way,725 Golden Eye Way,Suisun City,94585-2029,CA,Solano,725 Golden Eye Way,725 Golden Eye Way,Suisun City,94585-2029,CA,38.247824,-122.01245
48705406106405,Active,Fairfield-Suisun Unified,Oakbrook Elementary,700 Oakbrook Drive,700 Oakbrook Dr.,Fairfield,94534-6841,CA,Solano,700 Oakbrook Drive,700 Oakbrook Dr.,Fairfield,94534-6841,CA,38.191338,-122.14346
48705406109128,Active,Fairfield-Suisun Unified,Dan O. Root Elementary,820 Harrier Drive,820 Harrier Dr.,Suisun City,94585-3064,CA,Solano,820 Harrier Drive,820 Harrier Dr.,Suisun City,94585-3064,CA,38.249588,-121.99510
48705406109136,Active,Fairfield-Suisun Unified,B. Gale Wilson Elementary,3301 Cherry Hills Court,3301 Cherry Hills Ct.,Fairfield,94534-7146,CA,Solano,3301 Cherry Hills Court,3301 Cherry Hills Ct.,Fairfield,94534-7146,CA,38.271771,-122.08003
48705406111405,Active,Fairfield-Suisun Unified,Laurel Creek Elementary,2900 Gulf Drive,2900 Gulf Dr.,Fairfield,94533-8116,CA,Solano,2900 Gulf Drive,2900 Gulf Dr.,Fairfield,94533-8116,CA,38.282091,-122.01899
48705406115752,Active,Fairfield-Suisun Unified,Nelda Mundy Elementary,570 Vintage Valley Drive,570 Vintage Valley Dr.,Fairfield,94534-1416,CA,Solano,570 Vintage Valley Drive,570 Vintage Valley Dr.,Fairfield,94534-1416,CA,38.217911,-122.14701
48705406120760,Closed,Fairfield-Suisun Unified,F.S.U.S.D. Community Day School,1100 Civic Center Drive Room 12,1100 Civic Center Drive Room 12,Fairfield,94533,CA,Solano,1100 Civic Center Drive Room 12,1100 Civic Center Drive Room 12,Fairfield,94533,CA,,
48705650000000,Active,Travis Unified,,2751 De Ronde Drive,2751 De Ronde Dr.,Fairfield,94533-9710,CA,Solano,2751 De Ronde Drive,2751 De Ronde Dr.,Fairfield,94533-9710,CA,38.282898,-121.96051
48705654830022,Active,Travis Unified,Travis Education Center,2775 DeRonde Drive,2775 DeRonde Dr.,Fairfield,94533-9710,CA,Solano,2775 DeRonde Drive,2775 DeRonde Dr.,Fairfield,94533-9710,CA,38.282956,-121.96051
48705654830154,Active,Travis Unified,Travis Community Day,2785 De Ronde Drive,2785 De Ronde Dr.,Fairfield,94533,CA,Solano,2785 De Ronde Drive,2785 De Ronde Dr.,Fairfield,94533,CA,38.282980,-121.96051
48705654830162,Active,Travis Unified,Travis Independent Study,2751 De Ronde Drive,2751 De Ronde Dr.,Fairfield,94533-9710,CA,Solano,2751 De Ronde Drive,2751 De Ronde Dr.,Fairfield,94533-9710,CA,38.282898,-121.96051
48705654838801,Active,Travis Unified,Vanden High,2951 Markeley Lane,2951 Markeley Ln.,Fairfield,94533-6513,CA,Solano,2951 Markeley Lane,2951 Markeley Ln.,Fairfield,94533-6513,CA,38.283235,-121.96929
48705656051254,Active,Travis Unified,Center Elementary,3101 Markeley Ln,3101 Markeley Ln,Fairfield,94533-6676,CA,Solano,3101 Markeley Ln,3101 Markeley Ln,Fairfield,94533-6676,CA,38.282160,-121.95544
48705656051262,Active,Travis Unified,Golden West Middle,2651 De Ronde Drive,2651 De Ronde Dr.,Fairfield,94533-9709,CA,Solano,2651 De Ronde Drive,2651 De Ronde Dr.,Fairfield,94533-9709,CA,38.282658,-121.96051
48705656051270,Active,Travis Unified,Travis Elementary,100 Fairfield Avenue,100 Fairfield Ave.,Travis AFB,94535-1000,CA,Solano,100 Fairfield Avenue,100 Fairfield Ave.,Travis AFB,94535-1000,CA,38.272058,-121.93703
48705656068290,Active,Travis Unified,Scandia Elementary,100 Broadway Street,100 Broadway St.,Travis AFB,94535-1558,CA,Solano,100 Broadway Street,100 Broadway St.,Travis AFB,94535-1558,CA,38.274492,-121.94456
48705656103154,Active,Travis Unified,Cambridge Elementary,100 Cambridge Drive,100 Cambridge Dr.,Vacaville,95687-6900,CA,Solano,100 Cambridge Drive,100 Cambridge Dr.,Vacaville,95687-6900,CA,38.333200,-121.95226
48705656111652,Active,Travis Unified,Foxboro Elementary,600 Morning Glory Drive,600 Morning Glory Dr.,Vacaville,95687-5300,CA,Solano,600 Morning Glory Drive,600 Morning Glory Dr.,Vacaville,95687-5300,CA,38.326000,-121.96514
48705730000000,Active,Vacaville Unified,,401 Nut Tree Road,401 Nut Tree Rd.,Vacaville,95687-3546,CA,Solano,401 Nut Tree Road,401 Nut Tree Rd.,Vacaville,95687-3546,CA,38.365223,-121.95385
48705730109744,Closed,Vacaville Unified,Vacaville Community Day Prep,129 Elm Street,129 Elm St.,Vacaville,95688,CA,Solano,129 Elm Street,129 Elm St.,Vacaville,95688,CA,38.352929,-121.99040
48705730122523,Active,Vacaville Unified,Alternative Cooperative Education Charter,400 Hemlock Street,400 Hemlock St.,Vacaville,95688-2616,CA,Solano,400 Hemlock Street,400 Hemlock St.,Vacaville,95688-2616,CA,38.364557,-122.00149
48705730129494,Active,Vacaville Unified,Kairos Public School Vacaville Academy,129 Elm Street,129 Elm St.,Vacaville,95688-6925,CA,Solano,129 Elm Street,129 Elm St.,Vacaville,95688-6925,CA,38.352384,-121.99034
48705730133553,Active,Vacaville Unified,Sierra Vista K-8,301 Bel Air Drive,301 Bel Air Dr.,Vacaville,95687-6343,CA,Solano,301 Bel Air Drive,301 Bel Air Dr.,Vacaville,95687-6343,CA,38.338180,-121.95628
48705730135095,Active,Vacaville Unified,Ernest Kimme Charter Academy for Independent Learning,301 Bel Air Drive,301 Bel Air Dr.,Vacaville,95687-6343,CA,Solano,301 Bel Air Drive,301 Bel Air Dr.,Vacaville,95687-6343,CA,38.338180,-121.95628
48705734830014,Active,Vacaville Unified,Adult Education,100-A McClellan Street,100-A McClellan St.,Vacaville,95688-3937,CA,Solano,100-A McClellan Street,100-A McClellan St.,Vacaville,95688-3937,CA,38.358513,-121.98361
48705734830089,Active,Vacaville Unified,Will C. Wood High,998 Marshall Road,998 Marshall Rd.,Vacaville,95687-5735,CA,Solano,998 Marshall Road,998 Marshall Rd.,Vacaville,95687-5735,CA,38.346124,-121.97474
48705734830113,Active,Vacaville Unified,Elise P. Buckingham Charter Magnet High,188-B Bella Vista Road,188-B Bella Vista Rd.,Vacaville,95687-3719,CA,Solano,188-B Bella Vista Road,188-B Bella Vista Rd.,Vacaville,95687-3719,CA,38.347828,-121.98784
48705734833869,Active,Vacaville Unified,Country High,100-B McClellan Street,100-B McClellan St.,Vacaville,95688-3937,CA,Solano,100-B McClellan Street,100-B McClellan St.,Vacaville,95688-3937,CA,38.358098,-121.98353
48705734837803,Active,Vacaville Unified,Vacaville High,100 Monte Vista Avenue,100 Monte Vista Ave.,Vacaville,95688-3829,CA,Solano,100 Monte Vista Avenue,100 Monte Vista Ave.,Vacaville,95688-3829,CA,38.358831,-121.99316
48705736051288,Active,Vacaville Unified,Alamo Elementary,500 South Orchard Avenue,500 South Orchard Ave.,Vacaville,95688-4334,CA,Solano,500 South Orchard Avenue,500 South Orchard Ave.,Vacaville,95688-4334,CA,38.352909,-122.00171
48705736051296,Active,Vacaville Unified,Edwin Markham Elementary,101 Markham Avenue,101 Markham Ave.,Vacaville,95688-2312,CA,Solano,101 Markham Avenue,101 Markham Ave.,Vacaville,95688-2312,CA,38.370787,-121.97756
48705736051304,Closed,Vacaville Unified,Elm Elementary,129 Elm Street,129 Elm St.,Vacaville,95688-6925,CA,Solano,129 Elm Street,129 Elm St.,Vacaville,95688-6925,CA,,
48705736051312,Closed,Vacaville Unified,Elmira Elementary,Binghamton Road,Binghamton Rd.,Elmira,95625,CA,Solano,Binghamton Road,Binghamton Rd.,Elmira,95625,CA,,
48705736051320,Active,Vacaville Unified,Eugene Padan Elementary,200 Padan School Road,200 Padan School Rd.,Vacaville,95687-5444,CA,Solano,200 Padan School Road,200 Padan School Rd.,Vacaville,95687-5444,CA,38.340737,-121.98417
48705736051338,Active,Vacaville Unified,Fairmont Charter Elementary,1355 Marshall Road,1355 Marshall Rd.,Vacaville,95687-5519,CA,Solano,1355 Marshall Road,1355 Marshall Rd.,Vacaville,95687-5519,CA,38.346328,-121.96675
48705736051346,Active,Vacaville Unified,Hemlock Elementary,400 Hemlock Street,400 Hemlock St.,Vacaville,95688-2616,CA,Solano,400 Hemlock Street,400 Hemlock St.,Vacaville,95688-2616,CA,38.364557,-122.00149
48705736051353,Closed,Vacaville Unified,Monte Vista Elementary,200 Monte Vista Avenue,200 Monte Vista Ave.,Vacaville,95688,CA,Solano,200 Monte Vista Avenue,200 Monte Vista Ave.,Vacaville,95688,CA,,
48705736051361,Closed,Vacaville Unified,Ulatis Elementary,100 McClellan Street,100 McClellan St.,Vacaville,95688-3937,CA,Solano,100 McClellan Street,100 McClellan St.,Vacaville,95688-3937,CA,,
48705736060180,Active,Vacaville Unified,Willis Jepson Middle,580 Elder Street,580 Elder St.,Vacaville,95688-2531,CA,Solano,580 Elder Street,580 Elder St.,Vacaville,95688-2531,CA,38.362566,-122.00715
48705736067151,Merged,Vacaville Unified,Wood (Will C.) High,998 Marshall Road,998 Marshall Rd.,Vacaville,95688,CA,Solano,998 Marshall Road,998 Marshall Rd.,Vacaville,95688,CA,,
48705736093405,Closed,Vacaville Unified,Elmira Elementary,751 School Street,751 School St.,Vacaville,95688-3945,CA,Solano,751 School Street,751 School St.,Vacaville,95688-3945,CA,,
48705736097943,Closed,Vacaville Unified,Sierra Vista Elementary,301 Bel Air Drive,301 Bel Air Dr.,Vacaville,95687-6343,CA,Solano,301 Bel Air Drive,301 Bel Air Dr.,Vacaville,95687-6343,CA,38.337148,-121.95716
48705736097950,Active,Vacaville Unified,Orchard Elementary,805 North Orchard Avenue,805 North Orchard Ave.,Vacaville,95688-2138,CA,Solano,805 North Orchard Avenue,805 North Orchard Ave.,Vacaville,95688-2138,CA,38.376987,-122.00446
48705736106363,Active,Vacaville Unified,Vaca Pena Middle,200 Keith Way,200 Keith Way,Vacaville,95687-5189,CA,Solano,200 Keith Way,200 Keith Way,Vacaville,95687-5189,CA,38.350197,-121.95300
48705736109094,Active,Vacaville Unified,Jean Callison Elementary,6261 Vanden Road,6261 Vanden Rd.,Vacaville,95687-7294,CA,Solano,6261 Vanden Road,6261 Vanden Rd.,Vacaville,95687-7294,CA,38.343458,-121.94295
48705736109672,Active,Vacaville Unified,Browns Valley Elementary,333 Wretham Drive,333 Wretham Dr.,Vacaville,95688-9290,CA,Solano,333 Wretham Drive,333 Wretham Dr.,Vacaville,95688-9290,CA,38.382814,-121.98266
48705736110241,Active,Vacaville Unified,Cooper Elementary,750 Christine Drive,750 Christine Dr.,Vacaville,95687-4163,CA,Solano,750 Christine Drive,750 Christine Dr.,Vacaville,95687-4163,CA,38.356417,-121.94388
48705810000000,Active,Vallejo City Unified,,665 Walnut Avenue,665 Walnut Ave.,Vallejo,94592-1177,CA,Solano,665 Walnut Avenue,665 Walnut Ave.,Vallejo,94592-1177,CA,38.102251,-122.27597
48705810101980,Active,Vallejo City Unified,Vallejo Education Academy,301 Farragut Avenue,301 Farragut Ave.,Vallejo,94590-4309,CA,Solano,301 Farragut Avenue,301 Farragut Ave.,Vallejo,94590-4309,CA,38.112195,-122.26134
48705810108233,Closed,Vallejo City Unified,HOPE,233 Hobbs Avenue,233 Hobbs Ave.,Vallejo,94590,CA,Solano,233 Hobbs Avenue,233 Hobbs Ave.,Vallejo,94590,CA,38.132915,-122.24856
48705810115469,Active,Vallejo City Unified,Vallejo Charter,2833 Tennessee Street,2833 Tennessee St.,Vallejo,94591-4948,CA,Solano,2833 Tennessee Street,2833 Tennessee St.,Vallejo,94591-4948,CA,38.109073,-122.21471
48705810134262,Active,Vallejo City Unified,Caliber: ChangeMakers Academy,1357 Colusa Street,1357 Colusa St.,Vallejo,94590,CA,Solano,PO Box 5244,PO Box 5244,Richmond,94805,CA,38.111774,-122.24467
48705814830097,Closed,Vallejo City Unified,Vallejo City Unified Alternative Education,211 Valle Vista,211 Valle Vista,Vallejo,94590-3256,CA,Solano,211 Valle Vista,211 Valle Vista,Vallejo,94590-3256,CA,,
48705814830147,Active,Vallejo City Unified,Jesse M. Bethel High,1800 Ascot Parkway,1800 Ascot Pkwy.,Vallejo,94591-8367,CA,Solano,1800 Ascot Parkway,1800 Ascot Pkwy.,Vallejo,94591-8367,CA,38.116993,-122.20190
48705814830196,Active,Vallejo City Unified,MIT Academy,2 Positive Place,2 Positive Pl.,Vallejo,94589-1825,CA,Solano,2 Positive Place,2 Positive Pl.,Vallejo,94589-1825,CA,38.150659,-122.24556
48705814833950,Closed,Vallejo City Unified,Hogan High,850 Rosewood Avenue,850 Rosewood Ave.,Vallejo,94591-5647,CA,Solano,850 Rosewood Avenue,850 Rosewood Ave.,Vallejo,94591-5647,CA,38.101535,-122.21600
48705814838009,Active,Vallejo City Unified,Regional Education Center,436 Del Sur Street,436 Del Sur St.,Vallejo,94591-8226,CA,Solano,436 Del Sur Street,436 Del Sur St.,Vallejo,94591-8226,CA,38.082262,-122.22741
48705814838058,Active,Vallejo City Unified,John Finney High (Continuation),233 Hobbs Avenue,233 Hobbs Ave.,Vallejo,94589-2325,CA,Solano,233 Hobbs Avenue,233 Hobbs Ave.,Vallejo,94589-2325,CA,38.132915,-122.24856
48705814838504,Active,Vallejo City Unified,Vallejo High,840 Nebraska Street,840 Nebraska St.,Vallejo,94590-3368,CA,Solano,840 Nebraska Street,840 Nebraska St.,Vallejo,94590-3368,CA,38.113666,-122.24472
48705816051379,Active,Vallejo City Unified,Annie Pennycook Elementary,3620 Fernwood Drive,3620 Fernwood Dr.,Vallejo,94591-6648,CA,Solano,3620 Fernwood Drive,3620 Fernwood Dr.,Vallejo,94591-6648,CA,38.098881,-122.21188
48705816051387,Active,Vallejo City Unified,Beverly Hills Elementary,1450 Coronel Avenue,1450 Coronel Ave.,Vallejo,94591-7921,CA,Solano,1450 Coronel Avenue,1450 Coronel Ave.,Vallejo,94591-7921,CA,38.087209,-122.22469
48705816051395,Active,Vallejo City Unified,Johnston Cooper Elementary,612 Del Mar Street,612 Del Mar St.,Vallejo,94589-2605,CA,Solano,612 Del Mar Street,612 Del Mar St.,Vallejo,94589-2605,CA,38.125722,-122.23894
48705816051403,Closed,Vallejo City Unified,Curry Elementary,321 Wallace Street,321 Wallace St.,Vallejo,94590,CA,Solano,321 Wallace Street,321 Wallace St.,Vallejo,94590,CA,,
48705816051411,Active,Vallejo City Unified,Dan Mini Elementary,1530 Lorenzo Drive,1530 Lorenzo Dr.,Vallejo,94589-1614,CA,Solano,1530 Lorenzo Drive,1530 Lorenzo Dr.,Vallejo,94589-1614,CA,38.149394,-122.25948
48705816051429,Active,Vallejo City Unified,Cave Language Academy,770 Tregaskis Avenue,770 Tregaskis Ave.,Vallejo,94591-4804,CA,Solano,770 Tregaskis Avenue,770 Tregaskis Ave.,Vallejo,94591-4804,CA,38.107661,-122.22286
48705816051437,Active,Vallejo City Unified,Mare Island Health and Fitness Academy,400 Rickover Street,400 Rickover St.,Vallejo,94592-1128,CA,Solano,400 Rickover Street,400 Rickover St.,Vallejo,94592-1128,CA,38.095794,-122.27255
48705816051445,Active,Vallejo City Unified,Federal Terrace Elementary,415 Daniels Street,415 Daniels St.,Vallejo,94590-3040,CA,Solano,415 Daniels Street,415 Daniels St.,Vallejo,94590-3040,CA,38.122069,-122.26790
48705816051452,Closed,Vallejo City Unified,Grant Elementary,740 Fifth Street,740 Fifth St.,Vallejo,94590,CA,Solano,740 Fifth Street,740 Fifth St.,Vallejo,94590,CA,,
48705816051460,Closed,Vallejo City Unified,Grant Elementary Annex,740 5th Street,740 5th St.,Vallejo,94590,CA,Solano,740 5th Street,740 5th St.,Vallejo,94590,CA,,
48705816051478,Active,Vallejo City Unified,Highland Elementary,1309 Ensign Avenue,1309 Ensign Ave.,Vallejo,94590-3949,CA,Solano,1309 Ensign Avenue,1309 Ensign Ave.,Vallejo,94590-3949,CA,38.114697,-122.23449
48705816051486,Closed,Vallejo City Unified,John Davidson Elementary,436 Del Sur Street,436 Del Sur St.,Vallejo,94590,CA,Solano,436 Del Sur Street,436 Del Sur St.,Vallejo,94590,CA,,
48705816051494,Active,Vallejo City Unified,Lincoln Elementary,620 Carolina Street,620 Carolina St.,Vallejo,94590-5504,CA,Solano,620 Carolina Street,620 Carolina St.,Vallejo,94590-5504,CA,38.104101,-122.25442
48705816051502,Active,Vallejo City Unified,Loma Vista Environmental Science Academy,146 Rainier Street,146 Rainier St.,Vallejo,94589-1846,CA,Solano,146 Rainier Street,146 Rainier St.,Vallejo,94589-1846,CA,38.150770,-122.24388
48705816051510,Closed,Vallejo City Unified,Mare Island Elementary,9th & Tisdale Street,9th & Tisdale St.,Vallejo,94592,CA,Solano,9th & Tisdale Street,9th & Tisdale St.,Vallejo,94592,CA,,
48705816051528,Closed,Vallejo City Unified,McKinley Elem.,1140 Capitol Street,1140 Capitol St.,Vallejo,94590,CA,Solano,1140 Capitol Street,1140 Capitol St.,Vallejo,94590,CA,,
48705816051536,Closed,Vallejo City Unified,Sierra Vista Elementary,246 Olympic Street,246 Olympic St.,Vallejo,94590,CA,Solano,246 Olympic Street,246 Olympic St.,Vallejo,94590,CA,,
48705816051544,Active,Vallejo City Unified,Steffan Manor Elementary,815 Cedar Street,815 Cedar St.,Vallejo,94591-6531,CA,Solano,815 Cedar Street,815 Cedar St.,Vallejo,94591-6531,CA,38.101041,-122.22406
48705816060198,Active,Vallejo City Unified,Solano Middle,1025 Corcoran Avenue,1025 Corcoran Ave.,Vallejo,94589-1844,CA,Solano,1025 Corcoran Avenue,1025 Corcoran Ave.,Vallejo,94589-1844,CA,38.154130,-122.24075
48705816060206,Active,Vallejo City Unified,Hogan Middle,850 Rosewood Avenue,850 Rosewood Ave.,Vallejo,94591-5647,CA,Solano,850 Rosewood Avenue,850 Rosewood Ave.,Vallejo,94591-5647,CA,38.100965,-122.21580
48705816062129,Active,Vallejo City Unified,Franklin Middle,501 Starr Avenue,501 Starr Ave.,Vallejo,94590-7154,CA,Solano,501 Starr Avenue,501 Starr Ave.,Vallejo,94590-7154,CA,38.097933,-122.23271
48705816066211,Closed,Vallejo City Unified,Flosden Handicapped,,,,,,Solano,,,,,,,
48705816069900,Active,Vallejo City Unified,Vallejo Adult Transition,425 Corcoran Ave,425 Corcoran Ave,Vallejo,94589-1768,CA,Solano,425 Corcoran Ave,425 Corcoran Ave,Vallejo,94589-1768,CA,38.148111,-122.24921
48705816071302,Active,Vallejo City Unified,Elsa Widenmann Elementary,100 Whitney Drive,100 Whitney Dr.,Vallejo,94589-2194,CA,Solano,100 Whitney Drive,100 Whitney Dr.,Vallejo,94589-2194,CA,38.147172,-122.24584
48705816095913,Closed,Vallejo City Unified,Vallejo Middle,1347 Amador Street,1347 Amador St.,Vallejo,94590-3349,CA,Solano,1347 Amador Street,1347 Amador St.,Vallejo,94590-3349,CA,38.112644,-122.24332
48705816099667,Active,Vallejo City Unified,Grace Patterson Elementary,1080 Porter Street,1080 Porter St.,Vallejo,94590-7742,CA,Solano,1080 Porter Street,1080 Porter St.,Vallejo,94590-7742,CA,38.079633,-122.23823
48705816107684,Active,Vallejo City Unified,Glen Cove Elementary,501 Glen Cove Parkway,501 Glen Cove Pkwy.,Vallejo,94591-7537,CA,Solano,501 Glen Cove Parkway,501 Glen Cove Pkwy.,Vallejo,94591-7537,CA,38.083450,-122.21258
48705816110134,Active,Vallejo City Unified,Joseph H. Wardlaw Elementary,1698 Oakwood Avenue,1698 Oakwood Ave.,Vallejo,94591-4145,CA,Solano,1698 Oakwood Avenue,1698 Oakwood Ave.,Vallejo,94591-4145,CA,38.120332,-122.21037
48705816116255,Active,Vallejo City Unified,Mare Island Technology Academy,2 Positive Place,2 Positive Pl.,Vallejo,94589-1825,CA,Solano,2 Positive Place,2 Positive Pl.,Vallejo,94589-1825,CA,38.150659,-122.24556
48705816116727,Closed,Vallejo City Unified,Better Education Starts Today (BEST),301 Wallace Avenue,301 Wallace Ave.,Vallejo,94590-7161,CA,Solano,301 Wallace Avenue,301 Wallace Ave.,Vallejo,94590-7161,CA,,
48705816116735,Closed,Vallejo City Unified,Elementary Community Day,101 Cobb Street,101 Cobb St.,Vallejo,94590-1848,CA,Solano,101 Cobb Street,101 Cobb St.,Vallejo,94590-1848,CA,,
48705819011503,Merged,Vallejo City Unified,Grant Preschool,740 Fifth Street,740 Fifth St.,Vallejo,94590,CA,Solano,740 Fifth Street,740 Fifth St.,Vallejo,94590,CA,,
48746740000000,Closed,Solano County ROP,,2460 Clay Bank Road,2460 Clay Bank Rd.,Fairfield,94533,CA,Solano,2460 Clay Bank Road,2460 Clay Bank Rd.,Fairfield,94533,CA,38.271399,-122.00671
48746744891529,Closed,Solano County ROP,Solano County ROP,2460 Clay Bank Road,2460 Clay Bank Rd.,Fairfield,94533-1655,CA,Solano,2460 Clay Bank Road,2460 Clay Bank Rd.,Fairfield,94533-1655,CA,38.274527,-122.00064
48766610000000,Closed,SBE - Dixon Montessori Charter,,355 North Almond Street,355 North Almond St.,Dixon,95620,CA,Solano,355 North Almond Street,355 North Almond St.,Dixon,95620,CA,38.447984,-121.83186
48766610108712,Closed,SBE - Dixon Montessori Charter,Dixon Montessori Charter,355 North Almond Street,355 North Almond St.,Dixon,95620,CA,Solano,"180 South First Street, Suite 6","180 South First St., Ste. 6",Dixon,95620,CA,,
49104960000000,Active,Sonoma County Office of Education,,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-1082,CA,Sonoma,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-1082,CA,38.511957,-122.79985
49104964930079,Active,Sonoma County Office of Education,Sonoma County Court,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,Sonoma,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,38.511957,-122.79985
49104964930277,Closed,Sonoma County Office of Education,Gateway of Sonoma,5340 Skylane Boulevard,5340 Skylane Blvd.,Sonoma,95403,CA,Sonoma,5340 Skylane Boulevard,5340 Skylane Blvd.,Sonoma,95403,CA,,
49104964930343,Active,Sonoma County Office of Education,Sonoma County Alternative Education Programs,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,Sonoma,5340 Skylane Boulevard,5340 Skylane Blvd.,Santa Rosa,95403-8246,CA,38.511957,-122.79985
49104964934980,Closed,Sonoma County Office of Education,Petaluma Continuation Hi (Defu,,,,,,Sonoma,,,,,,,
49104964935755,Closed,Sonoma County Office of Education,Rohnert Park Jr-Sr Hi (Defunct,,,,,,Sonoma,,,,,,,
49104966052385,Merged,Sonoma County Office of Education,Sonoma Child Development Cente,"620 Fifth Street, West","620 Fifth St., West",Sonoma,95476,CA,Sonoma,"620 Fifth Street, West","620 Fifth St., West",Sonoma,95476,CA,,
49104966052393,Merged,Sonoma County Office of Education,"Grace Reese  (Sr., MH)",1931 Biwana Drive,1931 Biwana Dr.,Santa Rosa,95407,CA,Sonoma,1931 Biwana Drive,1931 Biwana Dr.,Santa Rosa,95407,CA,,
49104966052401,Merged,Sonoma County Office of Education,Deforest Hamilton School,155 Pythian Road_North,155 Pythian Road_North,Santa Rosa,95405,CA,Sonoma,155 Pythian Road_North,155 Pythian Road_North,Santa Rosa,95405,CA,,
49104966052419,Merged,Sonoma County Office of Education,Steven Irwin Elementary (Sh),1931 Biwana Drive,1931 Biwana Dr.,Santa Rosa,95407,CA,Sonoma,1931 Biwana Drive,1931 Biwana Dr.,Santa Rosa,95407,CA,,
49104966066351,Closed,Sonoma County Office of Education,Clearwater Ranch (E.H.),2008 Dennis Lane,2008 Dennis Ln.,Santa Rosa,95401,CA,Sonoma,2008 Dennis Lane,2008 Dennis Ln.,Santa Rosa,95401,CA,,
49104966066369,Closed,Sonoma County Office of Education,Lane Ranch,13431 Green Valley Road,13431 Green Valley Rd.,Sebastopol,95472,CA,Sonoma,13431 Green Valley Road,13431 Green Valley Rd.,Sebastopol,95472,CA,,
49104966066377,Closed,Sonoma County Office of Education,Plumfield (Lh),1485 S. Wright Road,1485 S. Wright Rd.,Santa Rosa,95401,CA,Sonoma,1485 S. Wright Road,1485 S. Wright Rd.,Santa Rosa,95401,CA,,
49104966068985,Merged,Sonoma County Office of Education,Luther Burbank Child Developme,315 South A Street,315 South A St.,Santa Rosa,95401,CA,Sonoma,315 South A Street,315 South A St.,Santa Rosa,95401,CA,,
